aufgabe,schwierigkeit,instruction,input,output
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 28.02.2026 gegen 21:37 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Eine Person wurde körperlich verletzt.,"§ 223 StGB (Körperverletzung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 17.01.2026 gegen 17:09 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld.,"§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 19.03.2026 gegen 00:49 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten.","§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 11.02.2026 gegen 21:33 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Es wurden gefälschte Dokumente verwendet. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 13.03.2026 gegen 01:15 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 08.04.2026 gegen 02:28 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Es wurde fremdes Eigentum entwendet.,"§ 242 StGB (Diebstahl). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Abzugrenzen ist § 249 StGB (Raub) bei Gewaltanwendung."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 10.03.2026 gegen 15:32 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen.,"§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 26.01.2026 gegen 14:08 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Durch Manipulation eines IT-Systems wurden unrechtmäßige Transaktionen ausgelöst. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 263a StGB (Computerbetrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 24.02.2026 gegen 02:13 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Durch Manipulation eines IT-Systems wurden unrechtmäßige Transaktionen ausgelöst. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 263a StGB (Computerbetrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 02.04.2026 gegen 20:42 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 06.04.2026 gegen 03:25 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten.,"§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 21.01.2026 gegen 22:27 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Eine Person wurde körperlich verletzt. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 223 StGB (Körperverletzung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 03.04.2026 gegen 11:01 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Google Maps. Es wurden gefälschte Dokumente verwendet. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 07.03.2026 gegen 02:07 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Google Maps. Durch Manipulation eines IT-Systems wurden unrechtmäßige Transaktionen ausgelöst. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 263a StGB (Computerbetrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 07.04.2026 gegen 04:52 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 31.03.2026 gegen 10:05 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 25.04.2026 gegen 02:17 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Durch Manipulation eines IT-Systems wurden unrechtmäßige Transaktionen ausgelöst. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 263a StGB (Computerbetrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 20.04.2026 gegen 07:04 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Durch Manipulation eines IT-Systems wurden unrechtmäßige Transaktionen ausgelöst. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 263a StGB (Computerbetrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 29.04.2026 gegen 08:39 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 03.02.2026 gegen 01:11 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen.,"§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 27.01.2026 gegen 09:28 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten.","§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 02.01.2026 gegen 00:46 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Es wurde fremdes Eigentum entwendet. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 242 StGB (Diebstahl). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Abzugrenzen ist § 249 StGB (Raub) bei Gewaltanwendung."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 26.03.2026 gegen 20:27 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Eine Person wurde körperlich verletzt. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 223 StGB (Körperverletzung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 28.01.2026 gegen 07:21 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 02.01.2026 gegen 02:40 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Google Maps. Eine Person wurde körperlich verletzt. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 223 StGB (Körperverletzung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
